time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-14 00:00:00+00:00,,,23.0,9.0
2024-09-15 00:00:00+00:00,1.0,1.0,,
2024-09-16 00:00:00+00:00,,,28.0,7.0
2024-09-17 00:00:00+00:00,,,4.0,3.0
2024-09-18 00:00:00+00:00,,,52.0,4.0
2024-09-19 00:00:00+00:00,,,19.0,4.0
2024-09-20 00:00:00+00:00,1.0,1.0,9.0,5.0
2024-09-21 00:00:00+00:00,2.0,2.0,52.0,7.0
2024-09-22 00:00:00+00:00,,,26.0,5.0
2024-09-23 00:00:00+00:00,,,15.0,7.0
2024-09-24 00:00:00+00:00,,,15.0,7.0
2024-09-25 00:00:00+00:00,1.0,1.0,13.0,8.0
2024-09-26 00:00:00+00:00,1.0,1.0,10.0,8.0
2024-09-27 00:00:00+00:00,1.0,1.0,2.0,2.0
