time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-02 00:00:00+00:00,,,1,1
2025-02-03 00:00:00+00:00,1.0,1.0,99,4
2025-02-04 00:00:00+00:00,1.0,1.0,4,4
2025-02-05 00:00:00+00:00,,,42,9
2025-02-06 00:00:00+00:00,,,17,1
2025-02-07 00:00:00+00:00,3.0,1.0,5,5
2025-02-08 00:00:00+00:00,1.0,1.0,3,2
2025-02-09 00:00:00+00:00,3.0,1.0,1,1
2025-02-10 00:00:00+00:00,,,20,2
2025-02-11 00:00:00+00:00,,,8,7
2025-02-12 00:00:00+00:00,,,34,11
2025-02-13 00:00:00+00:00,1.0,1.0,35,6
2025-02-14 00:00:00+00:00,4.0,3.0,20,10
