referrer,views_total,views_unique
github.com,79,22
en.wikipedia.org,56,4
Google,38,14
Bing,24,3
en.m.wikipedia.org,6,3
link.zhihu.com,2,2
xljsci.com,2,1
gops.readthedocs.io,1,1
zhihu.com,1,1
cn.bing.com,1,1
