time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-27 00:00:00+00:00,,,124,16
2024-06-28 00:00:00+00:00,1.0,1.0,5,3
2024-06-29 00:00:00+00:00,,,22,6
2024-06-30 00:00:00+00:00,1.0,1.0,12,9
2024-07-01 00:00:00+00:00,2.0,2.0,60,7
2024-07-02 00:00:00+00:00,,,34,12
2024-07-03 00:00:00+00:00,,,26,7
2024-07-04 00:00:00+00:00,1.0,1.0,7,6
2024-07-05 00:00:00+00:00,,,42,7
2024-07-06 00:00:00+00:00,,,32,4
2024-07-07 00:00:00+00:00,1.0,1.0,6,3
2024-07-08 00:00:00+00:00,1.0,1.0,27,8
2024-07-09 00:00:00+00:00,,,29,5
2024-07-10 00:00:00+00:00,,,21,7
