referrer,views_total,views_unique
github.com,61,11
cn.bing.com,23,7
Google,16,11
gops.readthedocs.io,7,5
en.m.wikipedia.org,3,3
DuckDuckGo,3,1
en.wikipedia.org,2,2
Baidu,2,2
chatgpt.com,2,1
Bing,1,1
