time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-08 00:00:00+00:00,1.0,1.0,5,3
2025-10-09 00:00:00+00:00,,,18,9
2025-10-10 00:00:00+00:00,2.0,2.0,22,5
2025-10-11 00:00:00+00:00,2.0,1.0,6,4
2025-10-12 00:00:00+00:00,4.0,2.0,11,7
2025-10-13 00:00:00+00:00,,,26,8
2025-10-14 00:00:00+00:00,5.0,4.0,26,15
2025-10-15 00:00:00+00:00,2.0,2.0,5,5
2025-10-16 00:00:00+00:00,,,28,8
2025-10-17 00:00:00+00:00,,,2,2
2025-10-18 00:00:00+00:00,1.0,1.0,8,7
2025-10-19 00:00:00+00:00,9.0,4.0,25,12
2025-10-20 00:00:00+00:00,9.0,5.0,15,10
2025-10-21 00:00:00+00:00,9.0,8.0,26,18
