time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-26 00:00:00+00:00,,,23,4
2024-01-27 00:00:00+00:00,,,4,4
2024-01-28 00:00:00+00:00,,,16,3
2024-01-29 00:00:00+00:00,2.0,1.0,24,7
2024-01-30 00:00:00+00:00,1.0,1.0,33,4
2024-01-31 00:00:00+00:00,,,27,3
2024-02-01 00:00:00+00:00,2.0,1.0,9,2
2024-02-02 00:00:00+00:00,,,25,1
2024-02-03 00:00:00+00:00,,,9,3
2024-02-04 00:00:00+00:00,2.0,2.0,5,3
2024-02-05 00:00:00+00:00,,,4,3
2024-02-06 00:00:00+00:00,,,15,4
2024-02-07 00:00:00+00:00,1.0,1.0,21,3
2024-02-08 00:00:00+00:00,,,2,2
