referrer,views_total,views_unique
github.com,72,19
Google,22,11
en.m.wikipedia.org,12,1
link.zhihu.com,11,6
en.wikipedia.org,10,5
Bing,10,1
cn.bing.com,9,2
bgithub.xyz,3,1
gops.readthedocs.io,2,2
paperswithcode.com,2,1
