referrer,views_total,views_unique
github.com,70,10
cn.bing.com,31,8
Bing,18,6
chatgpt.com,12,1
Google,10,9
gops.readthedocs.io,9,6
link.zhihu.com,7,5
en.wikipedia.org,7,4
statics.teams.cdn.office.net,7,1
perplexity.ai,2,1
