time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-11 00:00:00+00:00,3,2,36,16
2026-03-12 00:00:00+00:00,6,4,8,7
2026-03-13 00:00:00+00:00,2,1,16,4
2026-03-14 00:00:00+00:00,2,2,5,4
2026-03-15 00:00:00+00:00,1,1,0,0
2026-03-16 00:00:00+00:00,2,2,19,7
2026-03-17 00:00:00+00:00,0,0,6,6
2026-03-18 00:00:00+00:00,1,1,21,7
2026-03-19 00:00:00+00:00,3,3,7,5
2026-03-20 00:00:00+00:00,1,1,11,7
2026-03-21 00:00:00+00:00,1,1,4,4
2026-03-22 00:00:00+00:00,1,1,3,3
2026-03-23 00:00:00+00:00,4,2,23,14
2026-03-24 00:00:00+00:00,2,2,4,4
