referrer,views_total,views_unique
github.com,95,23
link.zhihu.com,46,6
Google,30,18
cn.bing.com,27,7
gops.readthedocs.io,11,3
Bing,9,4
en.wikipedia.org,5,4
Baidu,4,2
www4.bing.com,3,1
