time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-12 00:00:00+00:00,0,0,6,2
2026-06-13 00:00:00+00:00,10,7,15,7
2026-06-14 00:00:00+00:00,2,2,5,3
2026-06-15 00:00:00+00:00,1,1,2,2
2026-06-16 00:00:00+00:00,3,3,2,2
2026-06-17 00:00:00+00:00,1,1,13,7
2026-06-18 00:00:00+00:00,0,0,5,5
2026-06-19 00:00:00+00:00,3,2,3,3
2026-06-20 00:00:00+00:00,1,1,2,2
2026-06-21 00:00:00+00:00,1,1,3,3
2026-06-22 00:00:00+00:00,2,2,8,4
2026-06-23 00:00:00+00:00,1,1,2,2
2026-06-24 00:00:00+00:00,9,6,4,4
2026-06-25 00:00:00+00:00,6,5,52,9
