time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-26 00:00:00+00:00,4.0,3.0,86,11
2023-12-27 00:00:00+00:00,2.0,2.0,15,5
2023-12-28 00:00:00+00:00,1.0,1.0,73,3
2023-12-29 00:00:00+00:00,4.0,3.0,4,2
2023-12-30 00:00:00+00:00,2.0,2.0,6,5
2023-12-31 00:00:00+00:00,,,3,2
2024-01-01 00:00:00+00:00,3.0,3.0,19,3
2024-01-02 00:00:00+00:00,5.0,4.0,19,6
2024-01-03 00:00:00+00:00,1.0,1.0,11,8
2024-01-04 00:00:00+00:00,4.0,2.0,96,10
2024-01-05 00:00:00+00:00,6.0,5.0,42,10
2024-01-06 00:00:00+00:00,,,12,5
2024-01-07 00:00:00+00:00,1.0,1.0,7,4
2024-01-08 00:00:00+00:00,2.0,2.0,21,6
