referrer,views_total,views_unique
github.com,78,13
Google,33,19
cn.bing.com,10,5
link.zhihu.com,10,3
en.wikipedia.org,8,2
gops.readthedocs.io,6,4
Bing,4,3
DuckDuckGo,1,1
