time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-06 00:00:00+00:00,1,1,2,2
2026-09-07 00:00:00+00:00,6,5,30,9
2026-09-08 00:00:00+00:00,11,7,7,6
2026-09-09 00:00:00+00:00,2,1,9,8
2026-09-10 00:00:00+00:00,7,7,19,8
2026-09-11 00:00:00+00:00,4,4,11,6
2026-09-12 00:00:00+00:00,135,3,2,2
2026-09-13 00:00:00+00:00,5,4,2,2
2026-09-14 00:00:00+00:00,15,9,24,8
2026-09-15 00:00:00+00:00,2,2,9,8
2026-09-16 00:00:00+00:00,3,3,41,26
2026-09-17 00:00:00+00:00,7,5,22,5
2026-09-18 00:00:00+00:00,3,3,9,7
2026-09-19 00:00:00+00:00,2,2,8,2
