referrer,views_total,views_unique
Google,43,15
github.com,30,10
cn.bing.com,26,7
en.m.wikipedia.org,15,5
gops.readthedocs.io,4,3
DuckDuckGo,4,2
arxiv.org,2,2
Bing,2,2
en.wikipedia.org,2,1
chatgpt.com,2,1
