time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-25 00:00:00+00:00,1.0,1.0,5,5
2024-12-26 00:00:00+00:00,,,17,6
2024-12-27 00:00:00+00:00,1.0,1.0,153,14
2024-12-28 00:00:00+00:00,2.0,2.0,20,4
2024-12-29 00:00:00+00:00,1.0,1.0,8,5
2024-12-30 00:00:00+00:00,,,19,7
2024-12-31 00:00:00+00:00,2.0,2.0,37,10
2025-01-01 00:00:00+00:00,,,2,2
2025-01-02 00:00:00+00:00,3.0,2.0,45,12
2025-01-03 00:00:00+00:00,,,17,7
2025-01-04 00:00:00+00:00,,,5,3
2025-01-05 00:00:00+00:00,,,4,2
2025-01-06 00:00:00+00:00,2.0,2.0,38,9
2025-01-07 00:00:00+00:00,2.0,2.0,17,9
