referrer,views_total,views_unique
github.com,63,12
Google,26,15
gops.readthedocs.io,19,4
Bing,16,4
link.zhihu.com,11,4
en.wikipedia.org,7,2
cn.bing.com,6,4
DuckDuckGo,1,1
