time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-14 00:00:00+00:00,4.0,3.0,66,9
2023-12-15 00:00:00+00:00,1.0,1.0,26,8
2023-12-16 00:00:00+00:00,4.0,3.0,35,7
2023-12-17 00:00:00+00:00,2.0,2.0,9,4
2023-12-18 00:00:00+00:00,1.0,1.0,108,14
2023-12-19 00:00:00+00:00,,,46,13
2023-12-20 00:00:00+00:00,3.0,3.0,93,12
2023-12-21 00:00:00+00:00,7.0,6.0,100,17
2023-12-22 00:00:00+00:00,2.0,2.0,16,5
2023-12-23 00:00:00+00:00,1.0,1.0,17,6
2023-12-24 00:00:00+00:00,,,6,4
2023-12-25 00:00:00+00:00,4.0,3.0,27,6
2023-12-26 00:00:00+00:00,4.0,3.0,86,11
2023-12-27 00:00:00+00:00,2.0,2.0,15,5
