referrer,views_total,views_unique
github.com,33,15
Google,18,10
gops.readthedocs.io,17,6
Bing,16,7
link.zhihu.com,12,8
en.wikipedia.org,10,4
cn.bing.com,8,7
en.m.wikipedia.org,2,2
sciencedirect.com,2,1
