time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-08 00:00:00+00:00,,,9,5
2025-11-09 00:00:00+00:00,1.0,1.0,3,3
2025-11-10 00:00:00+00:00,,,5,5
2025-11-11 00:00:00+00:00,2.0,1.0,13,4
2025-11-12 00:00:00+00:00,3.0,3.0,9,5
2025-11-13 00:00:00+00:00,1.0,1.0,28,10
2025-11-14 00:00:00+00:00,2.0,2.0,37,15
2025-11-15 00:00:00+00:00,1.0,1.0,8,4
2025-11-16 00:00:00+00:00,2.0,2.0,2,2
2025-11-17 00:00:00+00:00,2.0,2.0,26,7
2025-11-18 00:00:00+00:00,1.0,1.0,14,8
2025-11-19 00:00:00+00:00,4.0,4.0,18,9
2025-11-20 00:00:00+00:00,1.0,1.0,12,8
