referrer,views_total,views_unique
github.com,24,10
link.zhihu.com,18,3
Google,14,10
Bing,13,3
en.wikipedia.org,12,5
cn.bing.com,9,9
gops.readthedocs.io,7,4
en.m.wikipedia.org,3,3
DuckDuckGo,1,1
