time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-01 00:00:00+00:00,1,1,25,6
2026-07-02 00:00:00+00:00,1,1,9,5
2026-07-03 00:00:00+00:00,0,0,3,3
2026-07-04 00:00:00+00:00,2,2,2,2
2026-07-05 00:00:00+00:00,1,1,11,4
2026-07-06 00:00:00+00:00,3,3,12,2
2026-07-07 00:00:00+00:00,0,0,16,6
2026-07-08 00:00:00+00:00,5,4,2,2
2026-07-09 00:00:00+00:00,9,8,6,5
2026-07-10 00:00:00+00:00,6,6,5,5
2026-07-11 00:00:00+00:00,6,6,4,4
2026-07-12 00:00:00+00:00,5,4,3,2
2026-07-13 00:00:00+00:00,3,3,11,6
2026-07-14 00:00:00+00:00,3,3,2,2
