referrer,views_total,views_unique
en.wikipedia.org,24,6
Google,23,12
github.com,22,12
Bing,21,3
cn.bing.com,9,6
gops.readthedocs.io,8,5
link.zhihu.com,4,4
www4.bing.com,3,1
