referrer,views_total,views_unique
github.com,371,20
Google,103,20
en.wikipedia.org,26,1
Baidu,14,1
Bing,11,4
cn.bing.com,7,5
link.zhihu.com,4,4
sciencedirect.com,1,1
paperswithcode.com,1,1
