time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-17 00:00:00+00:00,3.0,2.0,14,5
2025-05-18 00:00:00+00:00,1.0,1.0,1,1
2025-05-19 00:00:00+00:00,1.0,1.0,54,9
2025-05-20 00:00:00+00:00,3.0,2.0,23,8
2025-05-21 00:00:00+00:00,1.0,1.0,12,6
2025-05-22 00:00:00+00:00,,,13,8
2025-05-23 00:00:00+00:00,,,9,5
2025-05-24 00:00:00+00:00,1.0,1.0,3,2
2025-05-25 00:00:00+00:00,1.0,1.0,7,4
2025-05-26 00:00:00+00:00,,,42,4
2025-05-27 00:00:00+00:00,3.0,3.0,79,8
2025-05-28 00:00:00+00:00,1.0,1.0,43,9
2025-05-29 00:00:00+00:00,,,29,10
2025-05-30 00:00:00+00:00,,,30,6
