time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-22 00:00:00+00:00,1.0,1.0,118,12
2024-03-23 00:00:00+00:00,2.0,2.0,98,9
2024-03-24 00:00:00+00:00,,,74,6
2024-03-25 00:00:00+00:00,13.0,6.0,153,12
2024-03-26 00:00:00+00:00,2.0,2.0,116,23
2024-03-27 00:00:00+00:00,8.0,3.0,109,21
2024-03-28 00:00:00+00:00,5.0,5.0,62,16
2024-03-29 00:00:00+00:00,3.0,3.0,171,11
2024-03-30 00:00:00+00:00,2.0,2.0,174,11
2024-03-31 00:00:00+00:00,,,11,3
2024-04-01 00:00:00+00:00,2.0,2.0,92,13
2024-04-02 00:00:00+00:00,2.0,2.0,68,18
2024-04-03 00:00:00+00:00,1.0,1.0,57,17
2024-04-04 00:00:00+00:00,,,29,7
