referrer,views_total,views_unique
github.com,63,10
gops.readthedocs.io,18,3
Google,17,12
Bing,15,4
link.zhihu.com,10,4
en.wikipedia.org,8,2
cn.bing.com,5,4
DuckDuckGo,1,1
