time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-04 00:00:00+00:00,1.0,1.0,7,3
2025-04-05 00:00:00+00:00,2.0,2.0,21,2
2025-04-06 00:00:00+00:00,2.0,2.0,31,9
2025-04-07 00:00:00+00:00,5.0,4.0,57,24
2025-04-08 00:00:00+00:00,3.0,3.0,60,11
2025-04-09 00:00:00+00:00,7.0,6.0,52,22
2025-04-10 00:00:00+00:00,2.0,2.0,25,9
2025-04-11 00:00:00+00:00,1.0,1.0,22,10
2025-04-12 00:00:00+00:00,1.0,1.0,30,9
2025-04-13 00:00:00+00:00,1.0,1.0,16,3
2025-04-14 00:00:00+00:00,,,22,10
2025-04-15 00:00:00+00:00,7.0,4.0,29,14
2025-04-16 00:00:00+00:00,,,36,11
2025-04-17 00:00:00+00:00,2.0,2.0,19,7
