time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-25 00:00:00+00:00,1088,6,2,2
2026-07-26 00:00:00+00:00,110,6,2,2
2026-07-27 00:00:00+00:00,20,7,3,3
2026-07-28 00:00:00+00:00,2,2,3,3
2026-07-29 00:00:00+00:00,8,7,4,4
2026-07-30 00:00:00+00:00,1,1,9,6
2026-07-31 00:00:00+00:00,1,1,21,6
2026-08-01 00:00:00+00:00,5,3,2,1
2026-08-02 00:00:00+00:00,0,0,5,1
2026-08-03 00:00:00+00:00,2,2,28,8
2026-08-04 00:00:00+00:00,2,2,6,4
2026-08-05 00:00:00+00:00,4,4,3,2
2026-08-06 00:00:00+00:00,0,0,5,3
2026-08-07 00:00:00+00:00,4,3,5,4
