time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-28 00:00:00+00:00,1.0,1.0,12,9
2024-04-29 00:00:00+00:00,,,8,4
2024-04-30 00:00:00+00:00,,,62,10
2024-05-01 00:00:00+00:00,3.0,2.0,11,7
2024-05-02 00:00:00+00:00,,,11,7
2024-05-03 00:00:00+00:00,,,53,6
2024-05-04 00:00:00+00:00,3.0,2.0,20,4
2024-05-05 00:00:00+00:00,,,3,2
2024-05-06 00:00:00+00:00,4.0,4.0,21,6
2024-05-07 00:00:00+00:00,1.0,1.0,29,9
2024-05-08 00:00:00+00:00,4.0,3.0,17,9
2024-05-09 00:00:00+00:00,1.0,1.0,76,12
2024-05-10 00:00:00+00:00,3.0,3.0,25,5
2024-05-11 00:00:00+00:00,4.0,2.0,39,3
