time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-18 00:00:00+00:00,,,30,7
2024-08-19 00:00:00+00:00,,,25,8
2024-08-20 00:00:00+00:00,3.0,3.0,17,8
2024-08-21 00:00:00+00:00,2.0,1.0,54,10
2024-08-22 00:00:00+00:00,,,28,7
2024-08-23 00:00:00+00:00,,,28,5
2024-08-24 00:00:00+00:00,,,9,4
2024-08-25 00:00:00+00:00,1.0,1.0,14,5
2024-08-26 00:00:00+00:00,1.0,1.0,24,5
2024-08-27 00:00:00+00:00,1.0,1.0,148,8
2024-08-28 00:00:00+00:00,1.0,1.0,10,4
2024-08-29 00:00:00+00:00,,,41,5
2024-08-30 00:00:00+00:00,,,15,9
2024-08-31 00:00:00+00:00,2.0,2.0,2,2
