referrer,views_total,views_unique
ja.wikipedia.org,63,2
Google,17,10
gops.readthedocs.io,17,5
github.com,14,6
en.wikipedia.org,14,4
link.zhihu.com,6,5
en.m.wikipedia.org,4,1
cn.bing.com,3,2
DuckDuckGo,1,1
docs.qq.com,1,1
