referrer,views_total,views_unique
github.com,36,7
Google,34,16
en.wikipedia.org,20,4
Bing,6,2
sciencedirect.com,4,1
link.zhihu.com,2,2
gops.readthedocs.io,1,1
hk.search.yahoo.com,1,1
cn.bing.com,1,1
wenhancao.github.io,1,1
