referrer,views_total,views_unique
en.wikipedia.org,116,6
Google,48,12
github.com,43,18
Bing,19,3
gops.readthedocs.io,8,2
en.m.wikipedia.org,6,4
link.zhihu.com,2,2
paperswithcode.com,2,1
xljsci.com,2,1
