referrer,views_total,views_unique
Google,15,7
github.com,10,5
gops.readthedocs.io,9,5
Bing,7,6
en.wikipedia.org,2,2
cn.bing.com,2,2
search.brave.com,1,1
weblio.jp,1,1
link.zhihu.com,1,1
DuckDuckGo,1,1
