time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-26 00:00:00+00:00,,,13,2
2024-05-27 00:00:00+00:00,4.0,1.0,80,13
2024-05-28 00:00:00+00:00,1.0,1.0,49,10
2024-05-29 00:00:00+00:00,,,50,6
2024-05-30 00:00:00+00:00,1.0,1.0,81,9
2024-05-31 00:00:00+00:00,,,83,9
2024-06-01 00:00:00+00:00,,,17,4
2024-06-02 00:00:00+00:00,,,4,3
2024-06-03 00:00:00+00:00,3.0,3.0,103,8
2024-06-04 00:00:00+00:00,1.0,1.0,55,9
2024-06-05 00:00:00+00:00,1.0,1.0,38,12
2024-06-06 00:00:00+00:00,1.0,1.0,18,7
2024-06-07 00:00:00+00:00,3.0,2.0,63,2
2024-06-08 00:00:00+00:00,4.0,4.0,88,5
