time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-30 00:00:00+00:00,1.0,1.0,7,5
2025-07-01 00:00:00+00:00,2.0,2.0,17,5
2025-07-02 00:00:00+00:00,,,18,7
2025-07-03 00:00:00+00:00,1.0,1.0,7,3
2025-07-04 00:00:00+00:00,1.0,1.0,33,7
2025-07-05 00:00:00+00:00,9.0,5.0,12,3
2025-07-06 00:00:00+00:00,,,8,6
2025-07-07 00:00:00+00:00,,,8,3
2025-07-08 00:00:00+00:00,,,31,10
2025-07-09 00:00:00+00:00,5.0,3.0,120,12
2025-07-10 00:00:00+00:00,1.0,1.0,17,11
2025-07-11 00:00:00+00:00,10.0,6.0,28,11
2025-07-12 00:00:00+00:00,1.0,1.0,20,7
2025-07-13 00:00:00+00:00,1.0,1.0,1,1
