time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-06 00:00:00+00:00,,,4.0,4.0
2024-09-07 00:00:00+00:00,,,7.0,7.0
2024-09-08 00:00:00+00:00,1.0,1.0,15.0,5.0
2024-09-09 00:00:00+00:00,,,26.0,8.0
2024-09-10 00:00:00+00:00,1.0,1.0,26.0,11.0
2024-09-11 00:00:00+00:00,,,56.0,18.0
2024-09-12 00:00:00+00:00,,,85.0,16.0
2024-09-13 00:00:00+00:00,,,7.0,4.0
2024-09-14 00:00:00+00:00,,,23.0,9.0
2024-09-15 00:00:00+00:00,1.0,1.0,,
2024-09-16 00:00:00+00:00,,,28.0,7.0
2024-09-17 00:00:00+00:00,,,4.0,3.0
2024-09-18 00:00:00+00:00,,,52.0,4.0
2024-09-19 00:00:00+00:00,,,19.0,4.0
