referrer,views_total,views_unique
Google,62,13
github.com,26,12
sciencedirect.com,9,2
cn.bing.com,7,3
DuckDuckGo,4,3
Baidu,4,2
gops.readthedocs.io,3,3
Bing,3,3
en.wikipedia.org,3,3
adc-laboratory.github.io,2,2
