referrer,views_total,views_unique
en.wikipedia.org,115,7
github.com,60,17
Google,38,14
Bing,19,3
gops.readthedocs.io,9,3
cn.bing.com,9,2
link.zhihu.com,4,4
en.m.wikipedia.org,2,2
paperswithcode.com,2,1
xljsci.com,2,1
