time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-18 00:00:00+00:00,,,52,4
2024-09-19 00:00:00+00:00,,,19,4
2024-09-20 00:00:00+00:00,1.0,1.0,9,5
2024-09-21 00:00:00+00:00,2.0,2.0,52,7
2024-09-22 00:00:00+00:00,,,26,5
2024-09-23 00:00:00+00:00,,,15,7
2024-09-24 00:00:00+00:00,,,15,7
2024-09-25 00:00:00+00:00,1.0,1.0,13,8
2024-09-26 00:00:00+00:00,1.0,1.0,10,8
2024-09-27 00:00:00+00:00,1.0,1.0,2,2
2024-09-28 00:00:00+00:00,1.0,1.0,4,4
2024-09-29 00:00:00+00:00,,,21,8
2024-09-30 00:00:00+00:00,,,15,9
2024-10-01 00:00:00+00:00,1.0,1.0,26,7
