time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-04 00:00:00+00:00,1.0,1.0,48,23
2025-03-05 00:00:00+00:00,2.0,2.0,82,24
2025-03-06 00:00:00+00:00,1.0,1.0,54,22
2025-03-07 00:00:00+00:00,3.0,2.0,17,8
2025-03-08 00:00:00+00:00,,,5,4
2025-03-09 00:00:00+00:00,,,8,6
2025-03-10 00:00:00+00:00,4.0,4.0,52,10
2025-03-11 00:00:00+00:00,3.0,3.0,37,11
2025-03-12 00:00:00+00:00,1.0,1.0,31,12
2025-03-13 00:00:00+00:00,,,19,11
2025-03-14 00:00:00+00:00,1.0,1.0,11,6
2025-03-15 00:00:00+00:00,4.0,4.0,55,11
2025-03-16 00:00:00+00:00,5.0,5.0,20,9
2025-03-17 00:00:00+00:00,5.0,4.0,37,14
