time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-27 00:00:00+00:00,0,0,13,5
2026-08-28 00:00:00+00:00,7,5,4,4
2026-08-29 00:00:00+00:00,2,2,6,6
2026-08-30 00:00:00+00:00,0,0,5,3
2026-08-31 00:00:00+00:00,22,18,2,1
2026-09-01 00:00:00+00:00,6,6,1,1
2026-09-02 00:00:00+00:00,7,6,10,5
2026-09-03 00:00:00+00:00,2,2,3,3
2026-09-04 00:00:00+00:00,6,5,3,2
2026-09-05 00:00:00+00:00,1,1,5,3
2026-09-06 00:00:00+00:00,1,1,2,2
2026-09-07 00:00:00+00:00,6,5,30,9
2026-09-08 00:00:00+00:00,11,7,7,6
2026-09-09 00:00:00+00:00,2,1,9,8
