time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-05 00:00:00+00:00,3.0,3.0,58,11
2024-03-06 00:00:00+00:00,3.0,2.0,35,14
2024-03-07 00:00:00+00:00,,,21,9
2024-03-08 00:00:00+00:00,1.0,1.0,12,8
2024-03-09 00:00:00+00:00,2.0,2.0,56,7
2024-03-10 00:00:00+00:00,,,6,5
2024-03-11 00:00:00+00:00,1.0,1.0,196,15
2024-03-12 00:00:00+00:00,1.0,1.0,36,10
2024-03-13 00:00:00+00:00,1.0,1.0,179,13
2024-03-14 00:00:00+00:00,3.0,3.0,87,11
2024-03-15 00:00:00+00:00,1.0,1.0,15,9
2024-03-16 00:00:00+00:00,1.0,1.0,30,6
2024-03-17 00:00:00+00:00,1.0,1.0,48,5
2024-03-18 00:00:00+00:00,3.0,3.0,78,11
