time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-25 00:00:00+00:00,1.0,1.0,7,4
2025-05-26 00:00:00+00:00,,,42,4
2025-05-27 00:00:00+00:00,3.0,3.0,79,8
2025-05-28 00:00:00+00:00,1.0,1.0,43,9
2025-05-29 00:00:00+00:00,,,29,10
2025-05-30 00:00:00+00:00,,,30,6
2025-05-31 00:00:00+00:00,,,25,8
2025-06-01 00:00:00+00:00,1.0,1.0,25,8
2025-06-02 00:00:00+00:00,,,26,6
2025-06-03 00:00:00+00:00,2.0,1.0,38,10
2025-06-04 00:00:00+00:00,1.0,1.0,162,10
2025-06-05 00:00:00+00:00,1.0,1.0,43,8
2025-06-06 00:00:00+00:00,,,65,7
2025-06-07 00:00:00+00:00,3.0,3.0,19,6
