time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-19 00:00:00+00:00,2.0,2.0,26,11
2025-02-20 00:00:00+00:00,1.0,1.0,30,7
2025-02-21 00:00:00+00:00,2.0,2.0,12,7
2025-02-22 00:00:00+00:00,1.0,1.0,9,2
2025-02-23 00:00:00+00:00,1.0,1.0,17,5
2025-02-24 00:00:00+00:00,3.0,3.0,24,12
2025-02-25 00:00:00+00:00,1.0,1.0,18,5
2025-02-26 00:00:00+00:00,3.0,2.0,10,6
2025-02-27 00:00:00+00:00,2.0,2.0,33,9
2025-02-28 00:00:00+00:00,2.0,2.0,6,5
2025-03-01 00:00:00+00:00,1.0,1.0,7,6
2025-03-02 00:00:00+00:00,,,24,4
2025-03-03 00:00:00+00:00,,,54,17
2025-03-04 00:00:00+00:00,1.0,1.0,48,23
