time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,3.0,3.0,8,4
2024-06-10 00:00:00+00:00,1.0,1.0,2,2
2024-06-11 00:00:00+00:00,2.0,1.0,6,4
2024-06-12 00:00:00+00:00,2.0,2.0,66,15
2024-06-13 00:00:00+00:00,4.0,2.0,9,5
2024-06-14 00:00:00+00:00,1.0,1.0,49,7
2024-06-15 00:00:00+00:00,,,5,5
2024-06-16 00:00:00+00:00,1.0,1.0,12,8
2024-06-17 00:00:00+00:00,1.0,1.0,74,13
2024-06-18 00:00:00+00:00,36.0,2.0,10,6
2024-06-19 00:00:00+00:00,10.0,1.0,1,1
2024-06-20 00:00:00+00:00,,,11,5
2024-06-21 00:00:00+00:00,,,6,3
2024-06-22 00:00:00+00:00,,,84,3
