time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-18 00:00:00+00:00,,,9,4
2024-02-19 00:00:00+00:00,,,14,4
2024-02-20 00:00:00+00:00,1.0,1.0,43,2
2024-02-21 00:00:00+00:00,3.0,3.0,43,5
2024-02-22 00:00:00+00:00,2.0,2.0,42,6
2024-02-23 00:00:00+00:00,,,58,8
2024-02-24 00:00:00+00:00,1.0,1.0,9,1
2024-02-25 00:00:00+00:00,,,61,2
2024-02-26 00:00:00+00:00,,,47,6
2024-02-27 00:00:00+00:00,1.0,1.0,23,5
2024-02-28 00:00:00+00:00,,,8,3
2024-02-29 00:00:00+00:00,1.0,1.0,22,4
2024-03-01 00:00:00+00:00,,,36,5
2024-03-02 00:00:00+00:00,2.0,2.0,17,3
