referrer,views_total,views_unique
github.com,99,18
Google,41,11
gops.readthedocs.io,16,2
link.zhihu.com,13,3
DuckDuckGo,5,2
Baidu,4,4
m.baidu.com,4,2
yangyujie-jack.github.io,4,1
en.wikipedia.org,3,2
Bing,2,2
