referrer,views_total,views_unique
github.com,33,15
Google,26,14
cn.bing.com,23,3
gops.readthedocs.io,20,5
Bing,13,2
link.zhihu.com,13,2
en.wikipedia.org,9,1
adc-laboratory.github.io,7,2
DuckDuckGo,4,1
en.m.wikipedia.org,2,2
