referrer,views_total,views_unique
github.com,68,13
Google,27,16
Bing,16,4
link.zhihu.com,11,4
gops.readthedocs.io,8,3
cn.bing.com,7,4
en.wikipedia.org,7,2
DuckDuckGo,1,1
