time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-08 00:00:00+00:00,4.0,3.0,17,9
2024-05-09 00:00:00+00:00,1.0,1.0,76,12
2024-05-10 00:00:00+00:00,3.0,3.0,25,5
2024-05-11 00:00:00+00:00,4.0,2.0,39,3
2024-05-12 00:00:00+00:00,,,2,2
2024-05-13 00:00:00+00:00,1.0,1.0,9,5
2024-05-14 00:00:00+00:00,2.0,2.0,12,7
2024-05-15 00:00:00+00:00,2.0,2.0,24,4
2024-05-16 00:00:00+00:00,8.0,2.0,55,12
2024-05-17 00:00:00+00:00,43.0,1.0,23,4
2024-05-18 00:00:00+00:00,2.0,1.0,6,4
2024-05-19 00:00:00+00:00,,,20,6
2024-05-20 00:00:00+00:00,,,16,7
2024-05-21 00:00:00+00:00,,,5,4
