time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-17 00:00:00+00:00,43.0,1.0,23,4
2024-05-18 00:00:00+00:00,2.0,1.0,6,4
2024-05-19 00:00:00+00:00,,,20,6
2024-05-20 00:00:00+00:00,,,16,7
2024-05-21 00:00:00+00:00,1.0,1.0,5,4
2024-05-22 00:00:00+00:00,,,67,9
2024-05-23 00:00:00+00:00,,,18,6
2024-05-24 00:00:00+00:00,,,7,3
2024-05-25 00:00:00+00:00,,,7,3
2024-05-26 00:00:00+00:00,,,13,2
2024-05-27 00:00:00+00:00,4.0,1.0,80,13
2024-05-28 00:00:00+00:00,1.0,1.0,49,10
2024-05-29 00:00:00+00:00,,,50,6
2024-05-30 00:00:00+00:00,1.0,1.0,81,9
